segment_0001.wav|My witness statement.
segment_0002.wav|As I write this...
segment_0003.wav|I'm 94.
segment_0004.wav|I've had the most extraordinary life.
segment_0005.wav|It's only now I appreciate.
segment_0006.wav|How extraordinary.
segment_0007.wav|I've been lucky enough to spend my life exploring the wild places of our planet and making films about the creatures that live there.
segment_0009.wav|I've traveled widely around the globe.
segment_0010.wav|I've experienced the living world first hand in all its variety and wonder.
segment_0011.wav|and witnessed some of its greatest spectacles.
segment_0012.wav|and most gripping dramas.
segment_0013.wav|As a boy, I dreamed, like so many other boys, of traveling to distant, wilder places to look at the natural world in its pristine state and even find animals that were new to science.
segment_0014.wav|Now I find it hard to believe that I've managed to spend so much of my life doing exactly that.
segment_0015.wav|1937
segment_0016.wav|World population 2.3 billion.
segment_0017.wav|Carbon in the atmosphere.
segment_0018.wav|280 parts per million.
segment_0019.wav|Remaining Wilderness
segment_0020.wav|66%
segment_0021.wav|When I was 11 years old I lived in Leicester in the middle of England.
segment_0022.wav|At that time, it wasn't unusual for a boy of my age to get on a bicycle, ride off into the countryside, and spend a whole day away from home.
segment_0023.wav|And that is exactly what I did.
segment_0024.wav|Every child explores, just turning over a stone and looking at the animals beneath is exploring.
segment_0025.wav|It never occurred to me to be anything other than fascinated when watching what was going on in the natural world about me.
segment_0026.wav|My older brother had another view.
segment_0027.wav|Lester had an amateur dramatic society that put on productions of near professional standards, and although he persuaded me every now and then to join him and speak a couple of lines in walk-on parts...
segment_0030.wav|Instead, as soon as the weather was warm enough...
segment_0031.wav|I would cycle off to the eastern part of the county where there were rocks full of beautiful and intriguing fossils.
segment_0032.wav|They were not. It's true, the bones of dinosaurs.
segment_0033.wav|The honey-coloured limestone had been deposited as mud at the bottom of an ancient sea, so no one could expect to find the remains of such land-living monsters in them.
segment_0035.wav|I discovered the shells of sea-living creatures, ammonites, some six inches or so across.
segment_0036.wav|coiled like ram's horn.
segment_0037.wav|Others the size of hazelnuts, inside which were tiny scaffolds of calcite that had supported the gills with which the creatures within had breathed.
segment_0038.wav|and I knew of no greater thrill than picking up a lighter looking boulder.
segment_0039.wav|giving it a smart blow with a hammer.
segment_0040.wav|and watching it fall apart to reveal one of these marvellous shells glinting in the sunlight.
segment_0041.wav|And I reveled in the thought.
segment_0042.wav|that the first human eye is to gaze upon it.
segment_0044.wav|I had believed from a very early age.
segment_0045.wav|that the most important knowledge was that which brought an understanding of how the natural world worked.
segment_0046.wav|It was not laws invented by human beings that interested me.
segment_0047.wav|but the principles that govern the lives of animals and plants.
segment_0048.wav|not the history of kings and queens, or even the different languages that had been developed by different human societies, but the truths that had governed the world around me long before humanity had appeared in it.
segment_0049.wav|Why were there so many different kinds of ammonites?
segment_0050.wav|Why was this one different from that?
segment_0051.wav|Did it live in a different way?
segment_0052.wav|didn't live in a different area.
segment_0053.wav|I soon discovered that plenty of other people had asked such questions and had found a lot of the answers, and that these answers could be put together to form the most marvellous of all stories.
segment_0054.wav|the history of life.
segment_0055.wav|The story of the development of life on Earth is for the most part one of slow steady change.
segment_0056.wav|Every creature whose remains I found in the rocks had spent its entire life being tested by its environment.
segment_0057.wav|Those that happen to be better at surviving are reproducing.
segment_0058.wav|passed on their characteristics.
segment_0059.wav|Those that didn't?
segment_0061.wav|Over billions of years life forms slowly changed and became more complex, more efficient, often more specialised.
segment_0062.wav|and their long story, detail by detail, could be deduced from what could be found in the rocks.
segment_0063.wav|The Leicestershire Limestones had recorded only a tiny moment of it.
segment_0064.wav|But more chapters could be found in the specimens that the City Museum had on display.
segment_0065.wav|And to find out yet more, I decided that when the time came...
segment_0066.wav|I will try to go to university.
segment_0067.wav|There I learned another truth.
segment_0068.wav|This long story of gradual change had been violently interrupted at points.
segment_0069.wav|Every 100 million years or so, after all those painstaking selections and improvements,
segment_0070.wav|Something catastrophic happened.
segment_0071.wav|A mass extinction.
segment_0072.wav|For different reasons at different times in the Earth's history, there had been a profound rapid global change to the environment.
segment_0073.wav|to which so many species have become so exquisitely adapted.
segment_0074.wav|The Earth's Life Support Machine.
segment_0076.wav|and the miraculous assemblage of fragile interconnections which held it together.
segment_0078.wav|great numbers of species suddenly disappeared.
segment_0079.wav|leaving only a few.
segment_0080.wav|All that evolution was undone.
segment_0081.wav|These monumental extinctions created boundaries in the rocks that you could see if you knew where to look and how to recognize them.
segment_0082.wav|Below the boundary there were many different life forms.
segment_0085.wav|Such mass extinctions have happened five times in life's four billion year history.
segment_0086.wav|Each time, nature has collapsed.
segment_0087.wav|leaving just enough survivors to start the process once more.
segment_0088.wav|The last time it happened, it's thought that a meteorite over 10 kilometers in diameter struck the Earth's surface with an impact.
segment_0089.wav|2 million times more powerful.
segment_0090.wav|than the largest hydrogen bomb ever tested.
segment_0091.wav|It landed in a bed of gypsum.
segment_0092.wav|So, some think, it sent sulphur high into the atmosphere.
segment_0093.wav|to fall across the globe as rain, sufficiently acidic to kill vegetation.
segment_0094.wav|and dissolve the bodies of plankton in the surface waters of the oceans.
segment_0095.wav|The dust cloud that arose blocked the light from the sun to such a degree that it may have reduced the rate of plant growth for several years.
segment_0096.wav|Flaming remnants of the blast may have showered back to Earth, causing firestorms across the Western Hemisphere.
segment_0097.wav|The burning world would have added carbon dioxide and smoke to the already polluted air, warming the earth
segment_0098.wav|door een greenhouse effect.
segment_0099.wav|and because the meteorite landed on the coast...
segment_0100.wav|It initiated colossal tsunamis that swept across the globe, destroying coastal ecosystems and sending marine sand significantly distances inland.
segment_0101.wav|It was an event that changed the course of natural history.
segment_0102.wav|wiping out three quarters of all species, including anything on land larger than the size of a domestic dog.
segment_0103.wav|It ended the 175 million year reign of the dinosaur.
segment_0105.wav|would have to rebuild.
segment_0106.wav|For 66 million years since then, nature has been at work.
segment_0107.wav|reconstructing the living world.
segment_0108.wav|recreating and refining a new diversity of species.
segment_0109.wav|and one of the products of this rebooting of life.
segment_0110.wav|was humanity.
segment_0111.wav|Our own evolution is also recorded in the rocks.
segment_0112.wav|Fossils of our close ancestors are much rarer than those of ammonites because they first evolved only two million years ago
segment_0113.wav|And there's a further difficulty.
segment_0114.wav|The remains of landliving animals are not, for the most part, sealed away beneath the accumulating sediments, as are those of marine creatures.
segment_0115.wav|Instead, they're smashed by the destructive powers of the Baking Sun.
segment_0116.wav|the driving rain and frost.
segment_0117.wav|But they do exist.
segment_0118.wav|and the few remains we have found of our ancestors.
segment_0119.wav|show that we first evolved.
segment_0121.wav|As we did so, our brains began to increase in size at such a rate...
segment_0122.wav|as to suggest that we were acquiring one of our most characteristic features.
segment_0123.wav|a capacity to develop cultures to a unique degree.
segment_0124.wav|To an evolutionary biologist, the term culture describes the information that can be passed from one individual to another.
segment_0125.wav|by teaching or by imitation.
segment_0126.wav|Copying the ideas or actions of others seems to us to be easy.
segment_0127.wav|But that's because we excel at it.
segment_0128.wav|Only a handful of other species show any signs of having a culture.
segment_0129.wav|Chimpanzees and bottlenose dolphins are two of them.
segment_0130.wav|but no other species has anything approaching the capacity for culture.
segment_0132.wav|Culture transformed the way we evolve.
segment_0133.wav|It was a new way by which our species became adapted for life on Earth.
segment_0134.wav|Whereas other species depended on physical change over generations,
segment_0135.wav|We could produce an idea that brought significant change within a single generation.
segment_0136.wav|tricks such as finding the plants that yield water even during a drought.
segment_0137.wav|Crafting a stone tool for skinning a kill
segment_0138.wav|Lighting a fire or cooking a meal?
segment_0139.wav|could be passed from one human to another during a single lifetime.
segment_0140.wav|It was a new form of inheritance that didn't rely on the genes which an individual received from its parents.
segment_0141.wav|So now the pace of our change increased.
segment_0142.wav|our ancestors' brains expanded at extraordinary speed.
segment_0143.wav|enabling us to learn, store and spread ideas.
segment_0144.wav|But ultimately, the physical changes in their bodies slowed to almost a halt.
segment_0145.wav|by some 200,000 years ago.
segment_0146.wav|anatomically modern humans, homo sapiens, people like you and me.
segment_0148.wav|We've changed physically very little since then.
segment_0149.wav|What has changed spectacularly.
segment_0151.wav|at the beginning of our existence as a species.
segment_0152.wav|Our culture was centered upon a lifestyle of hunting and gathering.
segment_0153.wav|We were exceptionally good at both.
segment_0154.wav|We equipped ourselves with the material products of our culture, such as hooks to catch fish, and knives to butcher deer.
segment_0155.wav|We learned how to control fire for cooking and use stones to grind grain.
segment_0156.wav|But despite our ingenious culture...
segment_0157.wav|Our lives were not easy.
segment_0158.wav|The environment was harsh and more importantly unpredictable.
segment_0159.wav|The world in general was a lot colder than now.
segment_0160.wav|the sea level was much lower.
segment_0161.wav|Fresh water was harder to find.
